chr	start	end	geneID	geneSymbol	symbol	TCMeanCnt	TCCountValid	TCadjPval	enrichSig	SigPeakValue	ovSig
chr10	133565135	133567634	NM_001143763	SYCE1	promoter_11743	2.23278593444037	10	0	TRUE		
chr10	133565084	133567583	NM_001143764	SYCE1	promoter_11744	2.23278593444037	10	0	TRUE		
chr1	25858958	25861457	NM_024037	AUNIP	promoter_1175	2.24536842566536	5	0	TRUE		
chr11	191077	193576	NM_145651	SCGB1C1	promoter_11789					3.87330225726159	TRUE
chr11	626682	629181	NM_021920	SCT	promoter_11885	1.89889131750823	7	0	TRUE		
chr11	804732	807231	NM_145887	PIDD1	promoter_11912	1.91595078171329	6	0	TRUE		
chr11	804732	807231	NM_145886	PIDD1	promoter_11913	1.91595078171329	6	0	TRUE		
chr11	1302291	1304790	NM_001318514	TOLLIP	promoter_11947	3.04074556328515	14	0	TRUE		
chr11	6655310	6657809	NM_003737	DCHS1	promoter_12352	1.91759945556697	5	0	TRUE		
chr11	9662076	9664575	NM_015055	SWAP70	promoter_12518	2.31679565296485	7	0	TRUE		
chr11	9662076	9664575	NM_001297714	SWAP70	promoter_12519	2.31679565296485	7	0	TRUE		
chr11	12160078	12162577	NM_001282666	MICAL2	promoter_12600	2.64741794387698	7	0	TRUE	5.05896656454639	TRUE
chr11	12160078	12162577	NM_001282667	MICAL2	promoter_12601	2.64741794387698	7	0	TRUE	5.05896656454639	TRUE
chr11	14641722	14644221	NM_001363570	PDE3B	promoter_12662	2.57751269629594	7	0	TRUE		
chr11	14641722	14644221	NM_001363569	PDE3B	promoter_12663	2.57751269629594	7	0	TRUE		
chr11	14641803	14644302	NM_000922	PDE3B	promoter_12664	2.66489921124979	7	0	TRUE		
chr1	27489668	27492167	NM_006990	WASF2	promoter_1268	1.77469500296191	5	0.00632882335056249	TRUE		
chr11	35137533	35140032	NR_120528	LOC100507144	promoter_13101	2.29548146850294	6	0.00632882335056249	TRUE		
chr11	35137170	35139669	NM_000610	CD44	promoter_13102	2.29625517649974	6	0	TRUE		
chr11	35137170	35139669	NM_001001392	CD44	promoter_13103	2.29625517649974	6	0	TRUE		
chr11	35137170	35139669	NM_001001391	CD44	promoter_13104	2.29625517649974	6	0.00632882335056249	TRUE		
chr11	35137170	35139669	NM_001001390	CD44	promoter_13105	2.29625517649974	6	0	TRUE		
chr11	35137170	35139669	NM_001001389	CD44	promoter_13106	2.29625517649974	6	0	TRUE		
chr11	35137170	35139669	NM_001202556	CD44	promoter_13107	2.29625517649974	6	0	TRUE		
chr11	35137170	35139669	NM_001202555	CD44	promoter_13108	2.29625517649974	6	0	TRUE		
chr11	35137170	35139669	NM_001202557	CD44	promoter_13109	2.29625517649974	6	0.00632882335056249	TRUE		
chr11	36398996	36401495	NM_001160169	PRR5L	promoter_13132	2.10214249105908	7	0	TRUE		
chr11	45802071	45804570	NM_001145266	SLC35C1	promoter_13226	1.9960662336105	6	0	TRUE		
chr11	45802405	45804904	NM_001145265	SLC35C1	promoter_13227	2.03918267486908	6	0	TRUE		
chr11	46590865	46593364	NM_017749	AMBRA1	promoter_13269	2.92895974377999	9	0	TRUE		
chr11	46590865	46593364	NM_001367468	AMBRA1	promoter_13276	2.92895974377999	9	0	TRUE		
chr1	28551016	28553515	NR_003109	TRNAU1AP	promoter_1335	2.04579882490711	6	0	TRUE		
chr1	28551084	28553583	NM_017846	TRNAU1AP	promoter_1336	2.04579882490711	6	0	TRUE		
chr1	28578323	28580822	NR_003077	SNORD99	promoter_1345	2.07509380879045	5	0	TRUE		
chr1	28579394	28581893	NR_002987	SNORA61	promoter_1346	1.84905548403728	5	0	TRUE		
chr11	47378048	47380547	NM_001080547	SPI1	promoter_13480	2.55403983124064	8	0	TRUE		
chr11	47378048	47380547	NM_003120	SPI1	promoter_13481	2.55403983124064	8	0	TRUE		
chr1	28734620	28737119	NM_001173128	YTHDF2	promoter_1360	2.31237593407972	5	0	TRUE		
chr11	61967135	61969634	NM_002032	FTH1	promoter_13990	2.36981464596573	7	0	TRUE		
chr11	62601366	62603865	NM_004739	MTA2	promoter_14010	2.29819838097504	5	0	TRUE		
chr11	62652803	62655302	NM_030628	INTS5	promoter_14030	2.03372602438777	5	0	TRUE		
chr11	64203919	64206418	NM_001382448	FERMT3	promoter_14168	2.2922730917205	6	0	TRUE		
chr11	64204720	64207219	NM_001382361	FERMT3	promoter_14169	2.38676333742134	6	0	TRUE		
chr11	64204720	64207219	NM_001382362	FERMT3	promoter_14170	2.38676333742134	6	0	TRUE		
chr11	64204720	64207219	NM_178443	FERMT3	promoter_14171	2.38676333742134	6	0	TRUE		
chr11	64204720	64207219	NM_031471	FERMT3	promoter_14172	2.38676333742134	6	0	TRUE		
chr11	64338203	64340702	NM_032251	CCDC88B	promoter_14249	2.28667232634703	5	0	TRUE		
chr11	64878122	64880621	NM_006795	EHD1	promoter_14305	2.2877138968671	6	0	TRUE		
chr11	64879194	64881693	NM_001282444	EHD1	promoter_14306	2.32141814858216	7	0	TRUE		
chr11	64879214	64881713	NM_001282445	EHD1	promoter_14307	2.32141814858216	7	0	TRUE		
chr11	64878110	64880609	NR_162101	MIR10392	promoter_14308	2.2877138968671	6	0	TRUE		
chr11	65168153	65170652	NM_001008778	SPDYC	promoter_14358	1.92057374854405	5	0	TRUE		
chr11	65331851	65334350	NM_006268	DPF2	promoter_14367	1.67489205825544	5	0	TRUE		
chr11	65331851	65334350	NM_001330308	DPF2	promoter_14368	1.67489205825544	5	0	TRUE		
chr11	65442457	65444956	NR_030343	MIR612	promoter_14386	2.79077589150761	9	0	TRUE		
chr11	65506933	65509432	NR_145459	TALAM1	promoter_14393	2.21288515190276	7	0	TRUE		
chr11	67287302	67289801	NM_001347901	ANKRD13D	promoter_14550	2.22171867961289	6	0	TRUE		
chr1	31937869	31940368	NM_001195101	PTP4A2	promoter_1457	2.34997110221531	6	0	TRUE		
chr1	31937869	31940368	NM_001195100	PTP4A2	promoter_1458	2.34997110221531	6	0	TRUE		
chr1	31937869	31940368	NM_080391	PTP4A2	promoter_1459	2.34997110221531	6	0	TRUE		
chr1	31937319	31939818	NM_001369860	PTP4A2	promoter_1460	2.64696213827552	7	0	TRUE		
chr1	31937319	31939818	NM_001369859	PTP4A2	promoter_1461	2.64696213827552	7	0	TRUE		
chr1	31937319	31939818	NM_001369858	PTP4A2	promoter_1462	2.64696213827552	7	0	TRUE		
chr11	68271474	68273973	NM_001300913	C11orf24	promoter_14657	2.27620990371344	6	0	TRUE		
chr11	68271474	68273973	NM_022338	C11orf24	promoter_14658	2.27620990371344	6	0	TRUE		
chr11	68310590	68313089	NM_001291902	LRP5	promoter_14659	2.85914796084264	6	0	TRUE		
chr11	68310590	68313089	NM_002335	LRP5	promoter_14660	2.85914796084264	6	0	TRUE		
chr11	72080043	72082542	NM_006185	NUMA1	promoter_14795	2.28159122818015	5	0	TRUE		
chr11	72080043	72082542	NR_104476	NUMA1	promoter_14796	2.28159122818015	5	0	TRUE		
chr11	72080194	72082693	NM_001286561	NUMA1	promoter_14797	2.3999296246706	5	0	TRUE		
chr11	74170503	74173002	NM_001286577	C2CD3	promoter_14910	2.73427875818322	6	0	TRUE		
chr11	74170503	74173002	NM_015531	C2CD3	promoter_14911	2.73427875818322	6	0	TRUE		
chr11	76858917	76861416	NM_001300954	ACER3	promoter_15034	2.0465628184775	8	0	TRUE		
chr11	76858917	76861416	NM_001300955	ACER3	promoter_15035	2.0465628184775	8	0	TRUE		
chr11	76858917	76861416	NM_001300953	ACER3	promoter_15036	2.0465628184775	8	0	TRUE		
chr11	76858917	76861416	NM_018367	ACER3	promoter_15037	2.0465628184775	8	0	TRUE		
chr11	77587634	77590133	NM_001363477	AQP11	promoter_15083	1.96177321183795	6	0	TRUE		
chr11	78079363	78081862	NM_001203262	NDUFC2-KCTD14	promoter_15101	2.12581776396036	5	0	TRUE		
chr11	78079363	78081862	NM_001203261	NDUFC2-KCTD14	promoter_15102	2.12581776396036	5	0	TRUE		
chr11	78079363	78081862	NM_001203260	NDUFC2-KCTD14	promoter_15103	2.12581776396036	5	0	TRUE		
chr11	78079363	78081862	NM_001204055	NDUFC2	promoter_15106	2.12581776396036	5	0	TRUE		
chr11	78079363	78081862	NM_004549	NDUFC2	promoter_15107	2.12581776396036	5	0	TRUE		
chr11	78079363	78081862	NM_001204054	NDUFC2	promoter_15108	2.12581776396036	5	0	TRUE		
chr11	85853382	85855881	NM_001286159	CCDC83	promoter_15241	2.56374668053022	7	0	TRUE		
chr11	85853382	85855881	NM_173556	CCDC83	promoter_15242	2.56374668053022	7	0	TRUE		
chr11	94541850	94544349	NM_002033	FUT4	promoter_15377	2.06876083088458	6	0	TRUE		
chr11	100685287	100687786	NM_001367945	ARHGAP42	promoter_15421	2.23016831774675	6	0	TRUE		
chr11	100685287	100687786	NM_152432	ARHGAP42	promoter_15422	2.23016831774675	6	0	TRUE		
chr1	32900890	32903389	NM_001329725	TMEM54	promoter_1562	1.87861779073091	6	0	TRUE		
chr1	32900890	32903389	NM_033504	TMEM54	promoter_1563	1.87861779073091	6	0.00632882335056249	TRUE		
chr1	32900890	32903389	NM_001329724	TMEM54	promoter_1564	1.87861779073091	6	0	TRUE		
chr1	32900890	32903389	NM_001329722	TMEM54	promoter_1565	1.87861779073091	6	0	TRUE		
chr1	32900890	32903389	NM_001329723	TMEM54	promoter_1566	1.87861779073091	6	0.00632882335056249	TRUE		
chr1	180387	182886	NR_148357	DDX11L17	promoter_16					4.30231622942009	TRUE
chr11	120209031	120211530	NM_178507	OAF	promoter_16028	2.63486699663483	5	0	TRUE		
chr1	33331993	33334492	NR_037400	MIR3605	promoter_1615	2.45725781511069	6	0	TRUE		
chr11	125885667	125888166	NM_001134793	HYLS1	promoter_16267	2.00232947901889	6	0	TRUE		
chr11	125885667	125888166	NM_001377269	HYLS1	promoter_16268	2.00232947901889	6	0	TRUE		
chr11	125885667	125888166	NM_001377270	HYLS1	promoter_16269	2.00232947901889	6	0	TRUE		
chr11	126401415	126403914	NM_001254758	ST3GAL4	promoter_16303	2.17690187332515	8	0	TRUE		
chr11	129892510	129895009	NM_006165	NFRKB	promoter_16355	1.9440055648941	5	0	TRUE		
chr11_KI270903v1_alt	208676	211175	NM_001170820	IFITM10	promoter_16648	1.78501320688079	5	0	TRUE		
chr12	643137	645636	NM_001367996	NINJ2	promoter_16767	2.10673045159661	5	0	TRUE		
chr12	643137	645636	NM_001294346	NINJ2	promoter_16768	2.10673045159661	5	0	TRUE		
chr12	643137	645636	NR_160428	NINJ2	promoter_16771	2.10673045159661	5	0	TRUE		
chr12	6606880	6609379	NM_001363606	CHD4	promoter_16973	1.9926702913352	5	0	TRUE		
chr12	6606880	6609379	NM_001273	CHD4	promoter_16975	1.9926702913352	5	0	TRUE		
chr12	6631150	6633649	NM_001142961	LPAR5	promoter_16977	1.92203229184455	6	0	TRUE		
chr12	6925958	6928457	NM_001940	ATN1	promoter_17052	2.30941424811286	9	0	TRUE		
chr12	6941437	6943936	NM_001301836	C12orf57	promoter_17053	2.04810801812537	5	0	TRUE		
chr12	6941501	6944000	NM_001301834	C12orf57	promoter_17054	2.02130766547818	5	0	TRUE		
chr12	6941815	6944314	NR_023317	RNU7-1	promoter_17055	1.99659699129074	5	0	TRUE		
chr12	6941816	6944315	NR_126035	C12orf57	promoter_17056	1.99659699129074	5	0	TRUE		
chr12	6941816	6944315	NM_001301838	C12orf57	promoter_17057	1.99659699129074	5	0	TRUE		
chr12	6941816	6944315	NM_001301837	C12orf57	promoter_17058	1.99659699129074	5	0	TRUE		
chr12	6942021	6944520	NM_138425	C12orf57	promoter_17059	2.1223864786397	5	0	TRUE		
chr12	9239052	9241551	NR_036262	MIR1244-2	promoter_17208	2.12614235283976	6	0	TRUE		
chr12	9239052	9241551	NR_036263	MIR1244-3	promoter_17209	2.12614235283976	6	0	TRUE		
chr12	9239052	9241551	NR_128710	MIR1244-4	promoter_17210	2.12614235283976	6	0	TRUE		
chr12	9239052	9241551	NR_036052	MIR1244-1	promoter_17211	2.12614235283976	6	0	TRUE		
chr12	9238002	9240501	NR_036466	LINC00987	promoter_17212	2.12504194773034	7	0	TRUE		
chr12	9238002	9240501	NR_137435	LINC00987	promoter_17213	2.12504194773034	7	0	TRUE		
chr12	9238002	9240501	NR_137436	LINC00987	promoter_17214	2.12504194773034	7	0	TRUE		
chr12	9238002	9240501	NR_137429	LINC00987	promoter_17215	2.12504194773034	7	0	TRUE		
chr12	9238002	9240501	NR_137430	LINC00987	promoter_17216	2.12504194773034	7	0	TRUE		
chr12	9238002	9240501	NR_137431	LINC00987	promoter_17217	2.12504194773034	7	0	TRUE		
chr12	9238002	9240501	NR_137432	LINC00987	promoter_17218	2.12504194773034	7	0	TRUE		
chr12	9238002	9240501	NR_137433	LINC00987	promoter_17219	2.12504194773034	7	0	TRUE		
chr12	9238002	9240501	NR_137434	LINC00987	promoter_17220	2.12504194773034	7	0	TRUE		
chr12	11647673	11650172	NM_001987	ETV6	promoter_17368	2.33184623182109	5	0.00632882335056249	TRUE		
chr12	12609875	12612374	NM_001310	CREBL2	promoter_17386	1.91555106838207	6	0	TRUE		
chr12	27778232	27780731	NM_020782	KLHL42	promoter_17679	2.02735015991418	6	0.00632882335056249	TRUE		
chr12	31957414	31959913	NM_018169	RESF1	promoter_17816					6.341313339431	TRUE
chr12	46381675	46384174	NR_125377	LOC100288798	promoter_17972					5.22645250903596	TRUE
chr12	46381675	46384174	NR_125378	LOC100288798	promoter_17973					5.22645250903596	TRUE
chr12	46381675	46384174	NR_125379	LOC100288798	promoter_17974					5.22645250903596	TRUE
chr12	46381675	46384174	NR_125380	LOC100288798	promoter_17975					5.22645250903596	TRUE
chr12	46382106	46384605	NR_125381	LOC100288798	promoter_17976					5.22645250903596	TRUE
chr12	47771237	47773736	NM_017842	SLC48A1	promoter_17998	1.65043344728037	5	0	TRUE		
chr12	49263081	49265580	NM_032704	TUBA1C	promoter_18125	2.26443270112117	6	0	TRUE		
chr1	1758143	1760642	NM_001198995	NADK	promoter_182	2.38855760191861	5	0	TRUE	5.02169368716304	TRUE
chr12	50166870	50169369	NM_147190	CERS5	promoter_18201	2.52537292586445	7	0	TRUE		
chr12	50166870	50169369	NM_001331073	CERS5	promoter_18202	2.52537292586445	7	0	TRUE		
chr12	50166870	50169369	NM_001331070	CERS5	promoter_18203	2.52537292586445	7	0	TRUE		
chr12	50166870	50169369	NR_138532	CERS5	promoter_18204	2.52537292586445	7	0	TRUE		
chr12	50166870	50169369	NM_001331072	CERS5	promoter_18205	2.52537292586445	7	0	TRUE		
chr12	50166870	50169369	NM_001331069	CERS5	promoter_18206	2.52537292586445	7	0	TRUE		
chr12	50166870	50169369	NR_138534	CERS5	promoter_18207	2.52537292586445	7	0	TRUE		
chr12	50166870	50169369	NR_138536	CERS5	promoter_18208	2.52537292586445	7	0	TRUE		
chr12	50166870	50169369	NM_001331071	CERS5	promoter_18209	2.52537292586445	7	0	TRUE		
chr12	50166870	50169369	NR_104035	CERS5	promoter_18210	2.52537292586445	7	0	TRUE		
chr12	50166870	50169369	NR_138533	CERS5	promoter_18211	2.52537292586445	7	0	TRUE		
chr12	50166870	50169369	NR_138535	CERS5	promoter_18212	2.52537292586445	7	0	TRUE		
chr12	50167034	50169533	NM_001281731	CERS5	promoter_18213	2.52101127258313	7	0	TRUE		
chr12	51323675	51326174	NM_001364781	BIN2	promoter_18348	1.6924414336208	5	0	TRUE		
chr12	51323675	51326174	NM_001364779	BIN2	promoter_18349	1.6924414336208	5	0.00632882335056249	TRUE		
chr12	51323675	51326174	NM_001290009	BIN2	promoter_18350	1.6924414336208	5	0.00632882335056249	TRUE		
chr12	51323675	51326174	NM_001364780	BIN2	promoter_18351	1.6924414336208	5	0	TRUE		
chr12	51323675	51326174	NM_001290008	BIN2	promoter_18352	1.6924414336208	5	0	TRUE		
chr12	51323675	51326174	NM_016293	BIN2	promoter_18354	1.6924414336208	5	0.00632882335056249	TRUE		
chr12	52231242	52233741	NM_005556	KRT7	promoter_18403	2.08403934530632	6	0	TRUE		
chr12	52904577	52907076	NM_002273	KRT8	promoter_18435	2.00292125356186	5	0	TRUE		
chr12	52946870	52949369	NM_199187	KRT18	promoter_18439	2.2374593509373	5	0	TRUE		
chr12	52947117	52949616	NM_000224	KRT18	promoter_18440	2.29888626964572	5	0	TRUE		
chr1	1889179	1891678	NR_168263	LOC105378949	promoter_186					6.62075837208174	TRUE
chr1	1889179	1891678	NR_168264	LOC105378949	promoter_187					6.62075837208174	TRUE
chr12	68804995	68807494	NR_073494	LOC100130075	promoter_19121	2.06910071715055	5	0	TRUE		
chr12	68806171	68808670	NM_001145339	MDM2	promoter_19122	2.08821575690368	5	0	TRUE		
chr12	68806171	68808670	NM_002392	MDM2	promoter_19123	2.08821575690368	5	0	TRUE		
chr12	98591624	98594123	NM_005888	SLC25A3	promoter_19584	1.87634902315362	5	0	TRUE		
chr12	98591685	98594184	NM_002635	SLC25A3	promoter_19585	1.87634902315362	5	0	TRUE		
chr12	98591685	98594184	NM_213611	SLC25A3	promoter_19586	1.87634902315362	5	0	TRUE		
chr1	42823577	42826076	NM_018538	ERMAP	promoter_1986	1.73340983453054	5	0.00632882335056249	TRUE		
chr12	108731019	108733518	NM_014325	CORO1C	promoter_19872	1.92850618411978	6	0	TRUE		
chr12	108836507	108839006	NR_030350	MIR619	promoter_19876	2.44234357003806	8	0	TRUE		
chr12	110401450	110403949	NM_001385208	ANAPC7	promoter_19946	2.3016415230242	5	0.00632882335056249	TRUE		
chr12	110401450	110403949	NM_001385210	ANAPC7	promoter_19947	2.3016415230242	5	0	TRUE		
chr12	113242260	113244759	NM_001301214	TPCN1	promoter_20097	2.33716979880521	7	0	TRUE		
chr12	113242367	113244866	NM_001351347	TPCN1	promoter_20098	2.38811990601912	8	0	TRUE		
chr12	116148155	116150654	NR_030351	MIR620	promoter_20124	2.24442556419594	6	0	TRUE		
chr12	118134123	118136622	NM_002567	PEBP1	promoter_20163	2.23739268659026	5	0	TRUE		
chr1	43524036	43526535	NM_001329138	PTPRF	promoter_2025	2.22818186703481	6	0	TRUE		
chr1	43524036	43526535	NM_001329137	PTPRF	promoter_2026	2.22818186703481	6	0	TRUE		
chr12	122895625	122898124	NM_024667	VPS37B	promoter_20358	2.0071245008227	7	0	TRUE		
chr12	123362947	123365446	NR_157806	SBNO1-AS1	promoter_20405					5.40058298622557	TRUE
chr12	123362947	123365446	NR_157805	SBNO1-AS1	promoter_20406					5.40058298622557	TRUE
chr12	123457703	123460202	NM_180699	SNRNP35	promoter_20419	2.04323096654118	5	0	TRUE		
chr12	124839172	124841671	NM_001367982	SCARB1	promoter_20477	3.30763305631551	17	0	TRUE		
chr13	18903438	18905937	NR_104118	LINC00408	promoter_20793	3.23175486295414	13	0	TRUE		
chr13	19117784	19120283	NR_146902	LOC107984132	promoter_20795	2.31939247656882	9	0	TRUE		
chr13	40787610	40790109	NM_014252	SLC25A15	promoter_21224	2.08544092794419	5	0	TRUE		
chr1	44672713	44675212	NM_001145636	ARMH1	promoter_2125	2.14271553453297	6	0	TRUE		
chr13	43021585	43024084	NM_013238	DNAJC15	promoter_21274	2.00530237449746	6	0	TRUE		
chr13	44473802	44476301	NM_001243798	TSC22D1	promoter_21319	1.93353662634693	5	0.00632882335056249	TRUE		
chr13	49443565	49446064	NM_001287337	CAB39L	promoter_21439	1.80942131098368	5	0	TRUE		
chr13	49494396	49496895	NR_135323	PHF11	promoter_21451	2.09520955696831	7	0.00632882335056249	TRUE		
chr13	49495055	49497554	NM_001040444	PHF11	promoter_21452	2.7169248390594	13	0	TRUE		
chr13	51065658	51068157	NR_003923	GUCY1B2	promoter_21500	2.22059573803549	6	0	TRUE		
chr13	75634329	75636828	NM_001306080	LMO7	promoter_21703	2.3371869080484	10	0	TRUE		
chr13	98206523	98209022	NR_036129	MIR3170	promoter_21903	1.89735626082877	5	0	TRUE		
chr13	98521626	98524125	NM_003576	STK24	promoter_21906	2.7668984575935	10	0	TRUE		
chr1	45548825	45551324	NM_153326	AKR1A1	promoter_2193	1.6680087895274	5	0	TRUE		
chr13	112688328	112690827	NM_015205	ATP11A	promoter_22164	3.25362007650119	10	0	TRUE		
chr13	112688328	112690827	NM_032189	ATP11A	promoter_22165	3.25362007650119	10	0	TRUE		
chr14	22556563	22559062	NR_146543	LINC02332	promoter_22491	2.05464610290636	5	0	TRUE		
chr14	22819292	22821791	NM_001126106	SLC7A7	promoter_22496	2.02353876586396	6	0	TRUE		
chr14	23009644	23012143	NM_001130708	C14orf93	promoter_22535	2.09678746261375	5	0	TRUE		
chr14	23009644	23012143	NM_001130706	C14orf93	promoter_22536	2.09678746261375	5	0	TRUE		
chr14	23009644	23012143	NM_001282968	C14orf93	promoter_22537	2.09678746261375	5	0	TRUE		
chr14	23009644	23012143	NM_021944	C14orf93	promoter_22538	2.09678746261375	5	0	TRUE		
chr14	23009644	23012143	NM_001282970	C14orf93	promoter_22540	2.09678746261375	5	0	TRUE		
chr14	23095115	23097614	NM_001164814	ACIN1	promoter_22549	1.68890256951101	5	0	TRUE		
chr14	23095115	23097614	NM_001164815	ACIN1	promoter_22551	1.68890256951101	5	0	TRUE		
chr14	23095115	23097614	NM_014977	ACIN1	promoter_22552	1.68890256951101	5	0	TRUE		
chr14	23986928	23989427	NM_198083	DHRS4L2	promoter_22632	2.06535372043906	5	0	TRUE		
chr14	23986930	23989429	NM_001282989	DHRS4	promoter_22633	2.06535372043906	5	0	TRUE		
chr14	23986930	23989429	NM_021004	DHRS4	promoter_22634	2.06535372043906	5	0	TRUE		
chr14	23986930	23989429	NM_001282988	DHRS4	promoter_22635	2.06535372043906	5	0	TRUE		
chr14	39101139	39103638	NR_146545	SEC23A-AS1	promoter_22956	1.99183547994283	5	0	TRUE		
chr14	49634745	49637244	NM_018139	DNAAF2	promoter_23046	2.02338755641262	5	0	TRUE		
chr14	49634745	49637244	NM_001083908	DNAAF2	promoter_23047	2.02338755641262	5	0	TRUE		
chr14	64499954	64502453	NM_001354684	ZBTB25	promoter_23399	2.17703826292935	7	0	TRUE		
chr14	64499954	64502453	NM_001354683	ZBTB25	promoter_23402	2.17703826292935	7	0	TRUE		
chr14	64538467	64540966	NM_021979	HSPA2	promoter_23406	2.148641728304	5	0	TRUE		
chr14	69767214	69769713	NR_029378	LOC100289511	promoter_23529					4.80074771412742	TRUE
chr14	73463143	73465642	NR_135251	LOC101928143	promoter_23647	1.96828278531689	5	0.00632882335056249	TRUE		
chr1	51297462	51299961	NM_001297667	TTC39A	promoter_2371	2.19958705053503	6	0	TRUE		
chr1	51297462	51299961	NM_001297666	TTC39A	promoter_2374	2.19958705053503	6	0	TRUE		
chr14	75430133	75432632	NM_001135049	JDP2	promoter_23803	2.28887023241041	5	0	TRUE		
chr14	91124425	91126924	NR_003709	SNORA11B	promoter_24055	1.78675480845138	5	0	TRUE		
chr1	52552593	52555092	NM_001009881	TUT4	promoter_2415					4.33208573310563	TRUE
chr1	52552591	52555090	NM_015269	TUT4	promoter_2416					4.33208573310563	TRUE
chr14	95136302	95138801	NM_001271282	DICER1	promoter_24224	2.31190892544298	7	0	TRUE		
chr14	95137487	95139986	NR_036131	MIR3173	promoter_24226	2.29830586604742	5	0	TRUE		
chr14	95516151	95518650	NM_152592	SYNE3	promoter_24230	2.37045977554778	7	0	TRUE		
chr14	95516151	95518650	NM_001363692	SYNE3	promoter_24231	2.37045977554778	7	0	TRUE		
chr14	95516151	95518650	NM_001384281	SYNE3	promoter_24233	2.37045977554778	7	0	TRUE		
chr14	95516151	95518650	NM_001384283	SYNE3	promoter_24234	2.37045977554778	7	0	TRUE		
chr14	95516151	95518650	NM_001384284	SYNE3	promoter_24235	2.37045977554778	7	0	TRUE		
chr14	102775448	102777947	NM_003300	TRAF3	promoter_24593	2.54696866410266	5	0	TRUE		
chr14	102775448	102777947	NM_001199427	TRAF3	promoter_24594	2.54696866410266	5	0.00632882335056249	TRUE		
chr14	102775448	102777947	NM_145725	TRAF3	promoter_24595	2.54696866410266	5	0	TRUE		
chr14	102775448	102777947	NM_001385142	TRAF3	promoter_24596	2.54696866410266	5	0	TRUE		
chr14	102775448	102777947	NM_001385143	TRAF3	promoter_24597	2.54696866410266	5	0.00632882335056249	TRUE		
