chr	geneName	NC_MeanValue	NC_pVal	NC_adjPval	TC_MeanValue	TC_pVal	TC_adjPval	LT_MeanValue	LT_pVal	LT_adjPval	AllCount	LTUnique	TCUnique	NCUnique
chr1_KI270761v1_alt	OR2T1	0.336383643063702	0.789	1	0.619998269976293	0.147	0.500803192074849	0.366902838619728	0.702	1	25	FALSE	FALSE	FALSE
chr1_KI270761v1_alt	OR2T2	-0.0648319369936047	1	1	0.237697136282522	0.98	1	0.0466705924904683	1	1	39	FALSE	FALSE	FALSE
chr1_KI270761v1_alt	OR2T3	0.101917720798669	0.992	1	0.230720219286494	0.944	1	0.276071943564522	0.871	1	25	FALSE	FALSE	FALSE
chr1_KI270761v1_alt	OR2T4	-0.113860489237744	1	1	0.156895143731212	0.975	1	-0.0484929059203001	1	1	20	FALSE	FALSE	FALSE
chr1_KI270761v1_alt	OR2T5	-0.145346312211559	1	1	0.0708152448440948	0.998	1	0.278941126003146	0.848	1	23	FALSE	FALSE	FALSE
chr1_KI270761v1_alt	OR2T6	-0.164276626875849	1	1	0.133115783318974	0.959	1	0.0528368938146921	0.988	1	13	FALSE	FALSE	FALSE
chr1_KI270761v1_alt	OR2T7	-0.0388628065561187	1	1	0.273050745307447	0.851	1	0.137075915980698	0.983	1	20	FALSE	FALSE	FALSE
chr1_KI270762v1_alt	HES5	0.139418909775451	0.993	1	0.220590978163532	0.96	1	0.0859121720302183	0.997	1	29	FALSE	FALSE	FALSE
chr1_KI270762v1_alt	LOC100996583	1.29881986736783	0	0	0.622969274280795	0.076	0.315360772221477	0.38872959451055	0.708	1	51	FALSE	FALSE	TRUE
chr1_KI270762v1_alt	MMEL1	0.270002704272283	0.95	1	0.23411382541922	0.962	1	0.0589838857404921	1	1	38	FALSE	FALSE	FALSE
chr1_KI270762v1_alt	PANK4	1.18232205322294	0	0	0.479057318904611	0.423	0.976306711409396	0.252963974399089	0.939	1	35	FALSE	FALSE	TRUE
chr1_KI270762v1_alt	PLCH2	0.283166090008681	0.963	1	0.123125810066165	1	1	-0.00548524152013113	1	1	60	FALSE	FALSE	FALSE
chr1_KI270762v1_alt	PRXL2B	0.237400520609458	0.934	1	0.347197124748301	0.768	1	0.084067114249128	1	1	27	FALSE	FALSE	FALSE
chr1_KI270762v1_alt	TNFRSF14	0.982126461141559	0	0	0.372250476622268	0.728	1	0.252358973487578	0.965	1	42	FALSE	FALSE	TRUE
chr1_KI270762v1_alt	TNFRSF14-AS1	1.01054358122463	0	0	0.303241225610903	0.929	1	0.0496328673835413	1	1	48	FALSE	FALSE	TRUE
chr1_KI270762v1_alt	TTC34	-0.309006060995492	1	1	0.134063500216609	0.839	1	-0.0484929059203001	0.976	1	6	FALSE	FALSE	FALSE
chr1_KI270763v1_alt	AKT3	0.904538758432176	0	0	0.562352426478156	0.156	0.52164606741573	0.597196764674894	0.076	0.363566615146831	67	FALSE	FALSE	TRUE
chr1_KI270763v1_alt	CEP170	-0.0169200754045272	0.998	1	0.44292796765379	0.498	1	0.672980381613213	0.133	0.545301761822758	17	FALSE	FALSE	FALSE
chr1_KI270763v1_alt	LINC01347	0.34574903342271	0.819	1	0.501315999677744	0.345	0.872963947024199	0.366333405024924	0.794	1	47	FALSE	FALSE	FALSE
chr1_KI270763v1_alt	MIR4677	0.161022713226071	0.999	1	0.141306650465261	1	1	0.39047658337701	0.726	1	48	FALSE	FALSE	FALSE
chr1_KI270763v1_alt	SDCCAG8	-0.012549934261363	0.924	1	0.259722601415917	0.68	1	0.241415752079761	0.704	1	5	FALSE	FALSE	FALSE
chr1_KI270765v1_alt	LOC101927429	0.211004487750594	0.978	1	0.345230698000129	0.766	1	0.455764124955955	0.488	1	29	FALSE	FALSE	FALSE
chr1_KI270765v1_alt	LOC105371215	0.0822091514024279	1	1	0.171911871183949	0.976	1	0.0539823046928556	0.998	1	27	FALSE	FALSE	FALSE
chr1_KI270765v1_alt	PPIAL4D	0.355933707487922	0.757	1	0.380291809767028	0.737	1	0.554637801246043	0.198	0.714670320699708	41	FALSE	FALSE	FALSE
chr1_KI270765v1_alt	PPIAL4E	0.355933707487922	0.796	1	0.380291809767028	0.711	1	0.554637801246043	0.221	0.769336520076482	41	FALSE	FALSE	FALSE
chr1_KI270765v1_alt	PPIAL4F	0.355933707487922	0.773	1	0.380291809767028	0.723	1	0.554637801246043	0.205	0.731575579384296	41	FALSE	FALSE	FALSE
chr1_KI270765v1_alt	RNVU1-2A	0.312196394020931	0.874	1	0.291154537120316	0.92	1	0.239178868058451	0.97	1	40	FALSE	FALSE	FALSE
chr1_KI270766v1_alt	HNRNPCL2	-0.21000137254564	1	1	0.189795827002799	0.949	1	0.206364621028637	0.933	1	19	FALSE	FALSE	FALSE
chr1_KI270766v1_alt	HNRNPCL3	0.0642368557188788	1	1	0.233740412415021	0.962	1	0.0844094924171171	1	1	37	FALSE	FALSE	FALSE
chr1_KI270766v1_alt	HNRNPCL4	-0.0253804009894727	1	1	0.207693522714001	0.996	1	0.142777335869302	1	1	52	FALSE	FALSE	FALSE
chr1_KI270766v1_alt	LINC01784	-0.140811870991737	1	1	0.170704537223322	0.985	1	-0.0484929059203001	1	1	32	FALSE	FALSE	FALSE
chr1_KI270766v1_alt	PRAMEF10	-0.121139111666729	1	1	0.137554017747018	1	1	0.0465741004349446	1	1	41	FALSE	FALSE	FALSE
chr1_KI270766v1_alt	PRAMEF11	-0.106739293782266	1	1	0.202170293089632	0.971	1	0.00217199394719599	1	1	26	FALSE	FALSE	FALSE
chr1_KI270766v1_alt	PRAMEF13	0.154645983085072	0.989	1	0.380503749827618	0.664	1	0.644418524390204	0.111	0.481305827963015	27	FALSE	FALSE	FALSE
chr1_KI270766v1_alt	PRAMEF18	0.0112055268916088	1	1	0.230147065616452	0.973	1	0.141160451659725	0.996	1	40	FALSE	FALSE	FALSE
chr1_KI270766v1_alt	PRAMEF2	0.0850596869282579	0.997	1	0.327951824533969	0.809	1	0.564652399150023	0.232	0.794757277255119	26	FALSE	FALSE	FALSE
chr1_KI270766v1_alt	PRAMEF22	0.0194160804271754	1	1	0.234922268501542	0.97	1	0.146023358264341	0.999	1	39	FALSE	FALSE	FALSE
chr1_KI270766v1_alt	PRAMEF25	0.244075061533362	0.99	1	0.343651146760236	0.906	1	0.365397439194908	0.839	1	72	FALSE	FALSE	FALSE
chr1_KI270766v1_alt	PRAMEF26	0.244075061533362	0.992	1	0.343651146760236	0.875	1	0.365397439194908	0.834	1	72	FALSE	FALSE	FALSE
chr1_KI270766v1_alt	PRAMEF27	0.0242948964348386	1	1	0.219733171118248	0.992	1	0.122983683454152	1	1	66	FALSE	FALSE	FALSE
chr1_KI270766v1_alt	PRAMEF33	-0.11644243793351	1	1	0.139895014363245	1	1	0.0489507755938258	1	1	40	FALSE	FALSE	FALSE
chr1_KI270766v1_alt	PRAMEF34P	0.117245695555026	1	1	0.298053335653516	0.944	1	0.143098072242172	0.999	1	62	FALSE	FALSE	FALSE
chr1_KI270766v1_alt	PRAMEF36P	0.117245695555026	1	1	0.298053335653516	0.953	1	0.143098072242172	1	1	62	FALSE	FALSE	FALSE
chr1_KI270766v1_alt	PRAMEF4	0.134251834569579	0.999	1	0.223994032412886	0.977	1	0.189106777527414	0.993	1	42	FALSE	FALSE	FALSE
chr1_KI270766v1_alt	PRAMEF5	-0.079803358798535	1	1	0.161299305351944	0.993	1	0.108117995484197	1	1	41	FALSE	FALSE	FALSE
chr1_KI270766v1_alt	PRAMEF6	-0.0740516808675718	1	1	0.186285125468952	0.994	1	0.104389164498376	0.999	1	42	FALSE	FALSE	FALSE
chr1_KI270766v1_alt	PRAMEF7	0.239980114173269	0.895	1	0.452323993072056	0.509	1	0.491699474039305	0.381	1	20	FALSE	FALSE	FALSE
chr1_KI270766v1_alt	PRAMEF8	0.239980114173269	0.904	1	0.452323993072056	0.486	1	0.491699474039305	0.407	1	20	FALSE	FALSE	FALSE
chr1_KI270766v1_alt	PRAMEF9	0.290380172796231	0.909	1	0.35045182301768	0.79	1	0.450039346572955	0.514	1	35	FALSE	FALSE	FALSE
chr1_KI270892v1_alt	OR2T1	0.328731169366613	0.778	1	0.433239523845951	0.551	1	0.576437972192343	0.22	0.767668545659526	27	FALSE	FALSE	FALSE
chr1_KI270892v1_alt	OR2T2	-0.0497552494273043	1	1	0.249256939830426	0.948	1	0.138152718524693	0.999	1	34	FALSE	FALSE	FALSE
chr1_KI270892v1_alt	OR2T3	0.0688447379620507	0.999	1	0.286715401033965	0.883	1	0.118482715184176	0.998	1	29	FALSE	FALSE	FALSE
chr1_KI270892v1_alt	OR2T4	0.116781992700984	0.965	1	0.212399309130894	0.887	1	0.0322868493661163	0.99	1	14	FALSE	FALSE	FALSE
chr1_KI270892v1_alt	OR2T5	-0.231852497238034	1	1	0.153197591628824	0.988	1	0.116168018649062	0.999	1	32	FALSE	FALSE	FALSE
chr1_KI270892v1_alt	OR2T6	0.0236750806006834	0.99	1	0.043914153097948	0.991	1	0.0528368938146921	0.987	1	13	FALSE	FALSE	FALSE
chr1_KI270892v1_alt	OR2T7	-0.0219977331296749	1	1	0.227223426865547	0.955	1	0.0872170829608795	0.998	1	25	FALSE	FALSE	FALSE
chr1	A3GALT2	1.7513783174764	0	0	0.578778280840982	0.141	0.486792080312326	0.8707267309126	0	0	46	FALSE	FALSE	TRUE
chr1	AADACL3	0.617304137013892	0.126	0.228795893223819	0.353533711349408	0.759	1	0.778876882663979	0.02	0.133036750483559	33	FALSE	FALSE	FALSE
chr1	AADACL4	0.576971300082227	0.169	0.298846997657544	0.396219351290932	0.665	1	0.537497757437775	0.245	0.82343305462048	40	FALSE	FALSE	FALSE
chr1	ABCA4	0.86863474513881	0	0	0.287670147773917	0.942	1	0.19087740233615	0.994	1	51	FALSE	FALSE	TRUE
chr1	ABCB10	1.56463618661644	0	0	0.693944753721483	0.046	0.218533537989256	0.757939899398635	0.019	0.127702280130293	36	FALSE	FALSE	TRUE
chr1	ABCD3	0.912174238787354	0.001	0.00247905486583901	0.495181617341212	0.363	0.898385814808892	0.935991777928536	0.001	0.0115102268501302	34	FALSE	FALSE	FALSE
chr1	ABL2	1.15569966444679	0	0	0.76264257433504	0.00800000000000001	0.0562873380313708	0.887506898940345	0	0	65	FALSE	FALSE	TRUE
chr1	ACADM	1.27009996111049	0	0	0.628798218638858	0.069	0.294527513446421	0.681733938982335	0.03	0.182925531914894	48	FALSE	FALSE	TRUE
chr1	ACAP3	1.3717953724895	0	0	0.44562518938249	0.485	1	0.44123687180467	0.503	1	18	FALSE	FALSE	TRUE
chr1	ACBD3	1.67212363656654	0	0	1.0894651531922	0	0	1.18274959319028	0	0	35	FALSE	FALSE	TRUE
chr1	ACBD3-AS1	0.585058198075197	0.147	0.263267966670524	0.435970615250642	0.569	1	0.398280982600725	0.691	1	46	FALSE	FALSE	FALSE
chr1	ACBD6	0.225518551885008	0.944	1	0.378126981939568	0.685	1	0.480850897951841	0.41	1	27	FALSE	FALSE	FALSE
chr1	ACKR1	1.28229480726738	0	0	0.412845664412607	0.625	1	0.405063156199668	0.645	1	41	FALSE	FALSE	TRUE
chr1	ACOT11	1.29613738178441	0	0	0.504036483417959	0.334	0.857396864891764	0.318085802402684	0.888	1	47	FALSE	FALSE	TRUE
chr1	ACOT7	1.57751019635588	0	0	0.703058549754302	0	0	0.498702995688933	0.253	0.840824975840223	168	FALSE	FALSE	TRUE
chr1	ACP6	1.0064584039719	0	0	0.678420073813251	0.0600000000000001	0.266054441260745	0.325626606677449	0.867	1	38	FALSE	FALSE	TRUE
chr1	ACTA1	0.137250145393203	0.996	1	0.256910885316229	0.947	1	0.0633546110976548	1	1	32	FALSE	FALSE	FALSE
chr1	ACTG1P20	1.13127670725686	0	0	0.545540508938969	0.248	0.71020059215396	0.666412566012236	0.089	0.408882143387264	33	FALSE	FALSE	TRUE
chr1	ACTG1P25	0.644883298216105	0.074	0.14047926889107	0.456677004679533	0.495	1	0.356367975144892	0.802	1	41	FALSE	FALSE	FALSE
chr1	ACTG1P4	0.306130581808732	0.8	1	0.406947013017379	0.622	1	0.208156277770729	0.957	1	24	FALSE	FALSE	FALSE
chr1	ACTL8	0.210312757925149	0.963	1	0.194769375431588	0.961	1	0.00725875907971172	1	1	26	FALSE	FALSE	FALSE
chr1	ACTN2	2.45762347201176	0	0	1.19985886212264	0	0	1.4605671898287	0	0	49	FALSE	FALSE	TRUE
chr1	ACTRT2	0.266623174935776	0.949	1	0.153073367820849	0.998	1	0.0926953930706589	1	1	36	FALSE	FALSE	FALSE
chr1	ADAM15	0.605522944643592	0.181	0.317797311095984	0.884776829724184	0.011	0.0722387014640357	0.437856060977347	0.508	1	24	FALSE	FALSE	FALSE
chr1	ADAM30	0.739182197538025	0.00600000000000001	0.0135918905072093	0.315535584045296	0.923	1	0.568459808640397	0.15	0.594297235023042	51	FALSE	FALSE	FALSE
chr1	ADAMTS4	1.39662843696877	0	0	0.698778109335389	0.011	0.0722387014640357	0.724863048491672	0.014	0.101029144322686	51	FALSE	FALSE	TRUE
chr1	ADAMTSL4	1.10518043653077	0	0	0.784935231630128	0.005	0.0387081040520261	0.758432030961957	0.015	0.10653166590179	43	FALSE	FALSE	TRUE
chr1	ADAMTSL4-AS1	1.02396093089966	0	0	1.12175097390813	0	0	1.11212518926701	0	0	42	FALSE	FALSE	FALSE
chr1	ADAR	1.25865838941547	0	0	0.812765477691658	0	0	1.06823840562678	0	0	117	FALSE	FALSE	FALSE
chr1	ADCY10	0.655712902124577	0.051	0.099652840909091	0.823436285624772	0.001	0.00999386503067486	0.523922964307833	0.266	0.86882292106374	51	FALSE	FALSE	FALSE
chr1	ADGRB2	1.51173635424672	0	0	0.567736715874384	0.223	0.661561679286878	0.214622877785235	0.962	1	27	FALSE	FALSE	TRUE
chr1	ADGRL2	0.409781923399263	0.749	1	0.312679638379089	0.973	1	0.252288926523005	1	1	121	FALSE	FALSE	FALSE
chr1	ADGRL4	0.549606742778462	0.241	0.411178600959153	0.304626542466844	0.918	1	0.126878349057061	0.999	1	42	FALSE	FALSE	FALSE
chr1	ADIPOR1	0.426004045961073	0.575	0.874279082334447	0.28397383896854	0.907	1	0.350928408391336	0.799	1	34	FALSE	FALSE	FALSE
chr1	ADORA1	0.851968391308524	0.001	0.00247905486583901	0.364595970838061	0.768	1	0.206369653650628	0.99	1	42	FALSE	FALSE	TRUE
chr1	ADORA3	1.25419506682555	0	0	0.610598535013471	0.091	0.358795031847134	0.44203038650819	0.551	1	51	FALSE	FALSE	TRUE
chr1	ADPRS	0.732937091193667	0.025	0.051585	0.223438470146575	0.974	1	0.190712160456042	0.992	1	38	FALSE	FALSE	FALSE
chr1	ADSS2	0.460680712523421	0.447	0.706629398845702	0.308602921033466	0.827	1	0.229205190468388	0.949	1	27	FALSE	FALSE	FALSE
chr1	AGBL4	0.78582418275377	0.00600000000000001	0.0135918905072093	0.22377877697967	0.985	1	0.247087537375711	0.955	1	38	FALSE	FALSE	TRUE
chr1	AGBL4-AS1	0.151747256249175	0.998	1	0.278493861122887	0.939	1	0.284080450215486	0.905	1	38	FALSE	FALSE	FALSE
chr1	AGBL4-IT1	-0.0946737142294339	1	1	0.173400562191882	0.982	1	-0.0484929059203001	1	1	32	FALSE	FALSE	FALSE
chr1	AGL	1.18768391911258	0	0	0.768050148131803	0.011	0.0722387014640357	0.77029825382302	0.005	0.0441652397260274	48	FALSE	FALSE	TRUE
chr1	AGMAT	1.03025344143705	0	0	0.647421626756567	0.056	0.253696721311476	0.441217527541187	0.529	1	46	FALSE	FALSE	TRUE
chr1	AGO1	1.29170885142975	0	0	0.624672880840966	0.036	0.181	0.563462021583198	0.107	0.468689074440985	88	FALSE	FALSE	TRUE
chr1	AGO3	0.0264940705812863	0.999	1	0.195216676699554	0.972	1	0.149137857405072	0.992	1	28	FALSE	FALSE	FALSE
chr1	AGO4	1.66230902176439	0	0	0.780039136555942	0.005	0.0387081040520261	1.04395896004074	0	0	48	FALSE	FALSE	TRUE
chr1	AGRN	1.37646647554703	0	0	0.461530127596268	0.487	1	0.0641185594757417	1	1	43	FALSE	FALSE	TRUE
chr1	AGT	0.964794828108506	0	0	0.651207733011674	0.012	0.077168501973821	0.593088254651962	0.044	0.243186428571429	100	FALSE	FALSE	TRUE
chr1	AGTRAP	0.66217552528642	0.049	0.0960359042553192	0.417778602514926	0.622	1	0.501633717468837	0.346	1	47	FALSE	FALSE	FALSE
chr1	AHCTF1	0.875915282056956	0.002	0.00480344533250563	0.419131706689533	0.579	1	0.174225896170051	0.997	1	43	FALSE	FALSE	TRUE
chr1	AHCYL1	0.719704490723103	0.002	0.00480344533250563	0.629831071089181	0.013	0.0819643511916888	0.472162960646972	0.403	1	107	FALSE	FALSE	FALSE
chr1	AHDC1	0.96269668678594	0	0	0.295353694586727	0.922	1	0.196818415100769	0.991	1	46	FALSE	FALSE	TRUE
chr1	AIDA	1.51550045462043	0	0	1.15190843991606	0.001	0.00999386503067486	0.888483411788069	0.015	0.10653166590179	21	FALSE	FALSE	TRUE
chr1	AIM2	0.899105395066595	0	0	0.771755538651222	0.004	0.0321318453153387	1.18650904423944	0	0	50	TRUE	FALSE	FALSE
chr1	AJAP1	0.714190523908435	0.049	0.0960359042553192	0.170012286287253	0.993	1	0.039358202564567	1	1	33	FALSE	FALSE	FALSE
chr1	AK2	0.71631837168259	0.02	0.0418851072467691	0.608052339116355	0.115	0.423633063556296	0.441842740431465	0.527	1	41	FALSE	FALSE	FALSE
chr1	AK4	1.08407160248189	0	0	0.542166422293734	0.186	0.587917279411765	0.357593214117431	0.829	1	65	FALSE	FALSE	TRUE
chr1	AK5	1.50503525842511	0	0	0.544242556161015	0.223	0.661561679286878	0.596795181356791	0.114	0.490670838548185	50	FALSE	FALSE	TRUE
chr1	AKIRIN1	0.687689621481332	0.0639999999999999	0.122973925999503	0.717409909415954	0.042	0.203752664576803	0.424649806600679	0.542	1	31	FALSE	FALSE	FALSE
chr1	AKNAD1	0.622130487885092	0.0570000000000001	0.110470068879148	0.483583870255612	0.392	0.935594694632943	0.447478675025482	0.536	1	64	FALSE	FALSE	FALSE
chr1	AKR1A1	1.38852248627804	0	0	0.948635872880961	0	0	0.917870330964686	0.001	0.0115102268501302	42	FALSE	FALSE	TRUE
chr1	AKR7A2	1.73621319131799	0	0	0.792873267992152	0.00900000000000001	0.0617100132919806	0.829882149169285	0.003	0.0292726986128626	41	FALSE	FALSE	TRUE
chr1	AKR7A2P1	0.842353068222532	0.001	0.00247905486583901	0.590496791312571	0.124	0.446945848375451	0.583340725750655	0.144	0.577174825174825	51	FALSE	FALSE	TRUE
chr1	AKR7A3	0.861990259029019	0	0	0.460042369634538	0.512	1	0.209208762152159	0.997	1	51	FALSE	FALSE	TRUE
chr1	AKR7L	1.02201064696556	0	0	0.46596146192111	0.413	0.962412513175727	0.508666846980976	0.327	0.995767119244392	51	FALSE	FALSE	TRUE
chr1	AKT3	0.846840263899008	0	0	0.474848871333436	0.43	0.984097160603372	0.582470592207697	0.109	0.474695230054875	77	FALSE	FALSE	TRUE
chr1	ALDH4A1	0.957002741482125	0	0	0.445919277901255	0.551	1	0.387034361970688	0.814	1	92	FALSE	FALSE	TRUE
chr1	ALDH9A1	0.928287117866983	0.003	0.00704980639283274	0.647851781432057	0.114	0.421303164179104	0.338224825904297	0.816	1	28	FALSE	FALSE	TRUE
chr1	ALG14	0.448972724764463	0.517	0.799643546049673	0.387195939472716	0.678	1	0.391723745349129	0.666	1	34	FALSE	FALSE	FALSE
chr1	ALG14-AS1	0.576171374503985	0.159	0.282665651924182	0.372825352707438	0.751	1	0.735475170758101	0.012	0.0890249280920423	46	FALSE	FALSE	FALSE
chr1	ALG6	1.2103078144868	0	0	0.742564175309292	0.015	0.0916433083300435	0.380923926409011	0.725	1	40	FALSE	FALSE	TRUE
chr1	ALPL	0.831281643483547	0	0	0.437009114711942	0.592	1	0.713455748265238	0.005	0.0441652397260274	85	FALSE	FALSE	FALSE
chr1	ALX3	0.501902027872598	0.389	0.627145483904573	0.188850142662968	0.984	1	-0.00173344495254826	1	1	31	FALSE	FALSE	FALSE
chr1	AMIGO1	0.851301773352719	0.00600000000000001	0.0135918905072093	0.485544870473053	0.405	0.952591762291968	0.324398407371564	0.825	1	32	FALSE	FALSE	TRUE
chr1	AMPD1	0.549463930433608	0.258	0.436477616835201	0.600116278518966	0.163	0.537790534058203	0.505918756517506	0.35	1	28	FALSE	FALSE	FALSE
chr1	AMPD2	1.26971987682879	0	0	0.421744226992989	0.656	1	0.407705317263569	0.739	1	100	FALSE	FALSE	TRUE
chr1	AMY2B	0.229740381683292	0.942	1	0.210822826127239	0.964	1	0.224010826077556	0.953	1	28	FALSE	FALSE	FALSE
chr1	ANGEL2	0.939613043685293	0	0	0.773885474774458	0.00700000000000001	0.0505263526119403	0.440854605060467	0.549	1	44	FALSE	FALSE	FALSE
chr1	ANGPTL3	0.341473631255928	0.816	1	0.256581217458947	0.959	1	0.42420434900448	0.602	1	42	FALSE	FALSE	FALSE
chr1	ANGPTL7	1.40091019603242	0	0	0.274205349888481	0.949	1	0.329545925524357	0.858	1	46	FALSE	FALSE	TRUE
chr1	ANKRD13C	2.30497687336379	0	0	1.36885869499308	0	0	1.57490518983121	0	0	35	FALSE	FALSE	TRUE
chr1	ANKRD34A	0.923179476823693	0.005	0.0114336904322128	0.481504701777892	0.404	0.951686125275896	0.555699698560622	0.228	0.78522621564482	34	FALSE	FALSE	TRUE
chr1	ANKRD35	1.95784708747396	0	0	0.889391665216437	0	0	0.939095133390049	0	0	41	FALSE	FALSE	TRUE
chr1	ANKRD36BP1	0.764737891776198	0.005	0.0114336904322128	0.469608195055546	0.434	0.988864399293286	0.597627937238677	0.117	0.499760833563345	47	FALSE	FALSE	FALSE
chr1	ANKRD45	0.331291224303039	0.838	1	0.229411912898239	0.991	1	0.28888638358046	0.922	1	45	FALSE	FALSE	FALSE
chr1	ANKRD65	1.32707073824048	0	0	0.473421816331838	0.429	0.983335481004221	0.594498430847361	0.116	0.4966545856965	54	FALSE	FALSE	TRUE
chr1	ANP32E	0.271818683663733	0.959	1	0.37097534421874	0.804	1	0.220506005608142	0.994	1	58	FALSE	FALSE	FALSE
chr1	ANXA9	0.827660707109807	0.001	0.00247905486583901	0.547862169107628	0.217	0.6501807357212	0.584344480175099	0.126	0.526008362557324	51	FALSE	FALSE	TRUE
chr1	AP4B1	1.6527017220408	0	0	1.20602783696766	0	0	1.638040842109	0	0	31	FALSE	FALSE	FALSE
chr1	AP4B1-AS1	0.519450209926645	0.262	0.442422499863604	0.641755268099506	0.038	0.188695331301139	0.50595190917891	0.307	0.957086724415794	58	FALSE	FALSE	FALSE
chr1	APCS	-0.0292926097538632	0.998	1	0.276180529992335	0.849	1	0.298673617060391	0.837	1	21	FALSE	FALSE	FALSE
chr1	APH1A	1.19238879836455	0	0	0.794491166378331	0.012	0.077168501973821	0.848960266468529	0.001	0.0115102268501302	40	FALSE	FALSE	TRUE
chr1	APOA2	0.982029178062231	0	0	0.751621163530489	0.004	0.0321318453153387	0.674635749619496	0.037	0.213574599030213	47	FALSE	FALSE	TRUE
chr1	APOBEC4	1.06287991281642	0	0	0.755567319075668	0.021	0.118846407021393	0.77991385811104	0.012	0.0890249280920423	33	FALSE	FALSE	TRUE
chr1	AQP10	0.288068269072235	0.915	1	0.402337133132335	0.656	1	0.559021676397295	0.203	0.726868695048588	39	FALSE	FALSE	FALSE
chr1	ARF1	1.11442956261744	0	0	0.485354831653715	0.392	0.935594694632943	0.362294471443286	0.764	1	36	FALSE	FALSE	TRUE
