chr	start	end	geneID	geneSymbol	symbol	LTMeanCnt	LTCountValid	LTadjPval	enrichSig	SigPeakValue	ovSig
chr1	24413749	24416248	NM_001322863	NIPAL3	promoter_1038	1.86277709995737	6	0.00510653173873046	TRUE	NA	NA
chr1	24413749	24416248	NM_001322862	NIPAL3	promoter_1039	1.86277709995737	6	0.00510653173873046	TRUE	NA	NA
chr10	87657877	87660376	NM_004670	PAPSS2	promoter_10395	2.44027628695453	7	0	TRUE	NA	NA
chr10	87657877	87660376	NM_001015880	PAPSS2	promoter_10396	2.44027628695453	7	0	TRUE	NA	NA
chr1	24413749	24416248	NR_136507	NIPAL3	promoter_1040	1.86277709995737	6	0	TRUE	NA	NA
chr1	24413749	24416248	NR_136506	NIPAL3	promoter_1041	1.86277709995737	6	0	TRUE	NA	NA
chr1	24413749	24416248	NM_001330409	NIPAL3	promoter_1042	1.86277709995737	6	0	TRUE	NA	NA
chr1	24413749	24416248	NM_001322861	NIPAL3	promoter_1043	1.86277709995737	6	0	TRUE	NA	NA
chr1	24413749	24416248	NM_001322860	NIPAL3	promoter_1044	1.86277709995737	6	0.00510653173873046	TRUE	NA	NA
chr1	24413749	24416248	NM_001322859	NIPAL3	promoter_1045	1.86277709995737	6	0	TRUE	NA	NA
chr10	89535095	89537594	NM_213606	SLC16A12	promoter_10454	1.89517581368942	8	0	TRUE	NA	NA
chr1	24413749	24416248	NR_136508	NIPAL3	promoter_1046	1.86277709995737	6	0	TRUE	NA	NA
chr1	24413749	24416248	NM_001322856	NIPAL3	promoter_1047	1.86277709995737	6	0	TRUE	NA	NA
chr1	24413749	24416248	NM_001322855	NIPAL3	promoter_1048	1.86277709995737	6	0	TRUE	NA	NA
chr1	24413801	24416300	NM_020448	NIPAL3	promoter_1049	1.92429645032279	6	0	TRUE	NA	NA
chr1	24413801	24416300	NM_001322865	NIPAL3	promoter_1050	1.92429645032279	6	0	TRUE	NA	NA
chr1	24414024	24416523	NM_001322857	NIPAL3	promoter_1051	2.01460292330993	6	0	TRUE	NA	NA
chr10	92591129	92593628	NM_004523	KIF11	promoter_10525	2.08438982281638	6	0.0094273097826087	TRUE	5.11546709631486	TRUE
chr10	92824830	92827329	NM_001013848	EXOC6	promoter_10527	1.71995635865096	6	0	TRUE	NA	NA
chr10	94400540	94403039	NM_015188	TBC1D12	promoter_10569	1.87502326487698	9	0	TRUE	NA	NA
chr10	95440681	95443180	NM_001034955	SORBS1	promoter_10593	2.39073568093516	9	0	TRUE	NA	NA
chr10	95440681	95443180	NM_001034956	SORBS1	promoter_10615	2.39073568093516	9	0	TRUE	NA	NA
chr10	95440681	95443180	NM_001290296	SORBS1	promoter_10618	2.39073568093516	9	0	TRUE	NA	NA
chr10	95440681	95443180	NM_001034954	SORBS1	promoter_10627	2.39073568093516	9	0	TRUE	NA	NA
chr10	95693644	95696143	NM_001143973	TCTN3	promoter_10644	1.76488218620839	5	0	TRUE	NA	NA
chr10	95693428	95695927	NM_015631	TCTN3	promoter_10645	1.60037018564965	5	0	TRUE	NA	NA
chr10	96127714	96130213	NM_001278524	ZNF518A	promoter_10667	1.5576994614015	6	0	TRUE	NA	NA
chr10	96127714	96130213	NM_001278526	ZNF518A	promoter_10668	1.5576994614015	6	0	TRUE	NA	NA
chr10	96127714	96130213	NR_138482	ZNF518A	promoter_10669	1.5576994614015	6	0.00510653173873046	TRUE	NA	NA
chr10	96127714	96130213	NM_014803	ZNF518A	promoter_10670	1.5576994614015	6	0	TRUE	NA	NA
chr10	96128279	96130778	NM_001330736	ZNF518A	promoter_10675	1.63164500598977	6	0	TRUE	NA	NA
chr10	96128279	96130778	NM_001330735	ZNF518A	promoter_10676	1.63164500598977	6	0	TRUE	NA	NA
chr10	96128279	96130778	NM_001330733	ZNF518A	promoter_10677	1.63164500598977	6	0.00510653173873046	TRUE	NA	NA
chr1	24641301	24643800	NM_001366600	SRRM1	promoter_1068	2.547019349714	5	0	TRUE	NA	NA
chr10	96271017	96273516	NR_047680	BLNK	promoter_10680	1.84816714480756	6	0	TRUE	NA	NA
chr10	96271017	96273516	NR_047681	BLNK	promoter_10681	1.84816714480756	6	0	TRUE	NA	NA
chr10	96271017	96273516	NR_047682	BLNK	promoter_10682	1.84816714480756	6	0	TRUE	NA	NA
chr10	96271017	96273516	NR_047683	BLNK	promoter_10683	1.84816714480756	6	0	TRUE	NA	NA
chr10	96271017	96273516	NM_001258442	BLNK	promoter_10685	1.84816714480756	6	0	TRUE	NA	NA
chr10	96271017	96273516	NM_001258441	BLNK	promoter_10686	1.84816714480756	6	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001303448	SRRM1	promoter_1069	2.547019349714	5	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366565	SRRM1	promoter_1070	2.547019349714	5	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366584	SRRM1	promoter_1071	2.547019349714	5	0	TRUE	NA	NA
chr10	97317270	97319769	NM_005479	FRAT1	promoter_10718	2.78919151223183	9	0	TRUE	NA	NA
chr10	97334230	97336729	NM_012083	FRAT2	promoter_10719	2.6354929997364	7	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366572	SRRM1	promoter_1072	2.547019349714	5	0	TRUE	NA	NA
chr10	97400841	97403340	NM_001284337	RRP12	promoter_10720	1.83702547242704	5	0	TRUE	NA	NA
chr10	97400871	97403370	NM_001145114	RRP12	promoter_10721	1.83702547242704	5	0	TRUE	NA	NA
chr10	97400841	97403340	NM_015179	RRP12	promoter_10722	1.83702547242704	5	0	TRUE	NA	NA
chr10	97424190	97426689	NM_002629	PGAM1	promoter_10724	1.77499051447332	8	0	TRUE	NA	NA
chr10	97445518	97448017	NM_001318365	EXOSC1	promoter_10726	2.03983666270266	5	0	TRUE	NA	NA
chr10	97445518	97448017	NM_001318362	EXOSC1	promoter_10727	2.03983666270266	5	0	TRUE	NA	NA
chr10	97445518	97448017	NM_001318366	EXOSC1	promoter_10728	2.03983666270266	5	0	TRUE	NA	NA
chr10	97445507	97448006	NM_016046	EXOSC1	promoter_10729	2.03983666270266	5	0.0094273097826087	TRUE	NA	NA
chr1	24641301	24643800	NM_001366591	SRRM1	promoter_1073	2.547019349714	5	0	TRUE	NA	NA
chr10	97445518	97448017	NM_001318364	EXOSC1	promoter_10730	2.03983666270266	5	0	TRUE	NA	NA
chr10	97445518	97448017	NM_001318363	EXOSC1	promoter_10731	2.03983666270266	5	0	TRUE	NA	NA
chr10	97445507	97448006	NR_134587	EXOSC1	promoter_10732	2.03983666270266	5	0	TRUE	NA	NA
chr10	97445518	97448017	NR_134586	EXOSC1	promoter_10733	2.03983666270266	5	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366566	SRRM1	promoter_1074	2.547019349714	5	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366589	SRRM1	promoter_1075	2.547019349714	5	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366588	SRRM1	promoter_1076	2.547019349714	5	0	TRUE	NA	NA
chr10	97686742	97689241	NM_021732	AVPI1	promoter_10763	1.84851053589513	5	0	TRUE	NA	NA
chr10	97711729	97714228	NM_031484	MARVELD1	promoter_10764	1.82957601436725	6	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366575	SRRM1	promoter_1077	2.547019349714	5	0	TRUE	NA	NA
chr1	24641301	24643800	NM_005839	SRRM1	promoter_1078	2.547019349714	5	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366593	SRRM1	promoter_1079	2.547019349714	5	0	TRUE	NA	NA
chr10	98446464	98448963	NM_001322479	HPS1	promoter_10795	1.72566435987219	6	0.00510653173873046	TRUE	NA	NA
chr10	98446464	98448963	NM_001322480	HPS1	promoter_10796	1.72566435987219	6	0.0094273097826087	TRUE	NA	NA
chr10	98446464	98448963	NM_001322478	HPS1	promoter_10797	1.72566435987219	6	0	TRUE	NA	NA
chr10	98446464	98448963	NM_001322477	HPS1	promoter_10798	1.72566435987219	6	0	TRUE	NA	NA
chr10	98446464	98448963	NM_001322482	HPS1	promoter_10799	1.72566435987219	6	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366590	SRRM1	promoter_1080	2.547019349714	5	0	TRUE	NA	NA
chr10	98446464	98448963	NM_001322489	HPS1	promoter_10800	1.72566435987219	6	0.0094273097826087	TRUE	NA	NA
chr10	98446464	98448963	NM_001322483	HPS1	promoter_10801	1.72566435987219	6	0.00510653173873046	TRUE	NA	NA
chr10	98446464	98448963	NM_001322487	HPS1	promoter_10802	1.72566435987219	6	0.00510653173873046	TRUE	NA	NA
chr10	98446464	98448963	NM_001322485	HPS1	promoter_10803	1.72566435987219	6	0	TRUE	NA	NA
chr10	98446464	98448963	NM_001322484	HPS1	promoter_10804	1.72566435987219	6	0.0094273097826087	TRUE	NA	NA
chr10	98446436	98448935	NM_000195	HPS1	promoter_10805	1.75279952841897	6	0	TRUE	NA	NA
chr10	98446464	98448963	NM_001322476	HPS1	promoter_10806	1.72566435987219	6	0.0094273097826087	TRUE	NA	NA
chr10	98446464	98448963	NM_001311345	HPS1	promoter_10807	1.72566435987219	6	0	TRUE	NA	NA
chr10	98446464	98448963	NM_001322491	HPS1	promoter_10808	1.72566435987219	6	0	TRUE	NA	NA
chr10	98446464	98448963	NM_001322490	HPS1	promoter_10809	1.72566435987219	6	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366570	SRRM1	promoter_1081	2.547019349714	5	0	TRUE	NA	NA
chr10	98446464	98448963	NM_182639	HPS1	promoter_10810	1.72566435987219	6	0	TRUE	NA	NA
chr10	98446464	98448963	NM_001322492	HPS1	promoter_10811	1.72566435987219	6	0.00510653173873046	TRUE	NA	NA
chr1	24641301	24643800	NM_001366568	SRRM1	promoter_1082	2.547019349714	5	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366567	SRRM1	promoter_1083	2.547019349714	5	0	TRUE	NA	NA
chr10	99731628	99734127	NM_001372028	COX15	promoter_10836	2.18546496389877	5	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366586	SRRM1	promoter_1084	2.547019349714	5	0	TRUE	NA	NA
chr10	99731628	99734127	NM_001372024	COX15	promoter_10840	2.18546496389877	5	0	TRUE	NA	NA
chr10	99731628	99734127	NM_004376	COX15	promoter_10841	2.18546496389877	5	0	TRUE	NA	NA
chr10	99731628	99734127	NM_001320976	COX15	promoter_10842	2.18546496389877	5	0	TRUE	NA	NA
chr10	99731628	99734127	NM_001320975	COX15	promoter_10843	2.18546496389877	5	0	TRUE	NA	NA
chr10	99731628	99734127	NR_164009	COX15	promoter_10844	2.18546496389877	5	0	TRUE	NA	NA
chr10	99930408	99932907	NM_001318326	DNMBP	promoter_10849	2.01201641109587	7	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366592	SRRM1	promoter_1085	2.547019349714	5	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366582	SRRM1	promoter_1086	2.547019349714	5	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366581	SRRM1	promoter_1087	2.547019349714	5	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366573	SRRM1	promoter_1088	2.547019349714	5	0	TRUE	NA	NA
chr10	100371575	100374074	NR_026762	OLMALINC	promoter_10883	1.83675806367288	6	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366571	SRRM1	promoter_1089	2.547019349714	5	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366569	SRRM1	promoter_1090	2.547019349714	5	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366595	SRRM1	promoter_1091	2.547019349714	5	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366578	SRRM1	promoter_1092	2.547019349714	5	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366577	SRRM1	promoter_1093	2.547019349714	5	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366576	SRRM1	promoter_1094	2.547019349714	5	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366594	SRRM1	promoter_1095	2.547019349714	5	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366585	SRRM1	promoter_1096	2.547019349714	5	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366587	SRRM1	promoter_1097	2.547019349714	5	0	TRUE	NA	NA
chr10	102055674	102058173	NM_024541	ARMH3	promoter_10975	1.85059070539468	5	0	TRUE	3.75572816213872	TRUE
chr10	102114503	102117002	NM_003893	LDB1	promoter_10977	2.49724816136751	7	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366599	SRRM1	promoter_1098	2.547019349714	5	0	TRUE	NA	NA
chr1	24641301	24643800	NR_159379	SRRM1	promoter_1099	2.547019349714	5	0	TRUE	NA	NA
chr1	24641301	24643800	NR_159380	SRRM1	promoter_1100	2.547019349714	5	0	TRUE	NA	NA
chr1	24641301	24643800	NR_159391	SRRM1	promoter_1101	2.547019349714	5	0	TRUE	NA	NA
chr10	102432075	102434574	NM_024040	CUEDC2	promoter_11012	2.20533914336161	8	0	TRUE	NA	NA
chr10	102451044	102453543	NM_001363580	C10orf95	promoter_11016	2.08359156110955	9	0	TRUE	NA	NA
chr1	24641301	24643800	NR_159389	SRRM1	promoter_1102	2.547019349714	5	0	TRUE	NA	NA
chr10	102774220	102776719	NM_017787	WBP1L	promoter_11029	1.87832003673445	5	0	TRUE	NA	NA
chr1	24641301	24643800	NR_159388	SRRM1	promoter_1103	2.547019349714	5	0	TRUE	NA	NA
chr10	102867469	102869968	NM_020682	AS3MT	promoter_11034	1.8577512553136	6	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351187	NT5C2	promoter_11039	2.39346977280278	11	0	TRUE	NA	NA
chr1	24641301	24643800	NR_159387	SRRM1	promoter_1104	2.547019349714	5	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351186	NT5C2	promoter_11040	2.39346977280278	11	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351197	NT5C2	promoter_11041	2.39346977280278	11	0	TRUE	NA	NA
chr10	103192807	103195306	NM_012229	NT5C2	promoter_11042	2.39346977280278	11	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351188	NT5C2	promoter_11045	2.39346977280278	11	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351194	NT5C2	promoter_11046	2.39346977280278	11	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351196	NT5C2	promoter_11049	2.39346977280278	11	0	TRUE	NA	NA
chr1	24641301	24643800	NR_159386	SRRM1	promoter_1105	2.547019349714	5	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351195	NT5C2	promoter_11050	2.39346977280278	11	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351171	NT5C2	promoter_11052	2.39346977280278	11	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351170	NT5C2	promoter_11053	2.39346977280278	11	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351172	NT5C2	promoter_11055	2.39346977280278	11	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351184	NT5C2	promoter_11056	2.39346977280278	11	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351183	NT5C2	promoter_11057	2.39346977280278	11	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351182	NT5C2	promoter_11058	2.39346977280278	11	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351181	NT5C2	promoter_11059	2.39346977280278	11	0	TRUE	NA	NA
chr1	24641301	24643800	NR_159385	SRRM1	promoter_1106	2.547019349714	5	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351180	NT5C2	promoter_11060	2.39346977280278	11	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351178	NT5C2	promoter_11062	2.39346977280278	11	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351177	NT5C2	promoter_11063	2.39346977280278	11	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351176	NT5C2	promoter_11064	2.39346977280278	11	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351175	NT5C2	promoter_11065	2.39346977280278	11	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351185	NT5C2	promoter_11067	2.39346977280278	11	0	TRUE	NA	NA
chr10	103192773	103195272	NM_001134373	NT5C2	promoter_11068	2.3846901501305	10	0	TRUE	NA	NA
chr10	103192773	103195272	NM_001351169	NT5C2	promoter_11069	2.3846901501305	10	0	TRUE	NA	NA
chr1	24641301	24643800	NR_159384	SRRM1	promoter_1107	2.547019349714	5	0	TRUE	NA	NA
chr10	103393902	103396401	NR_031707	MIR1307	promoter_11079	2.00298871129482	7	0	TRUE	NA	NA
chr1	24641301	24643800	NR_159378	SRRM1	promoter_1108	2.547019349714	5	0	TRUE	NA	NA
chr1	24641301	24643800	NR_159383	SRRM1	promoter_1109	2.547019349714	5	0	TRUE	NA	NA
chr1	24641301	24643800	NR_159382	SRRM1	promoter_1110	2.547019349714	5	0	TRUE	NA	NA
chr10	104252193	104254692	NM_001191003	GSTO1	promoter_11103	NA	NA	NA	NA	3.82111651402384	TRUE
chr10	104252709	104255208	NM_001191002	GSTO1	promoter_11104	NA	NA	NA	NA	3.82111651402384	TRUE
chr10	104252891	104255390	NM_004832	GSTO1	promoter_11105	NA	NA	NA	NA	3.82111651402384	TRUE
chr10	104267906	104270405	NR_039702	MIR4482	promoter_11106	1.93447106104323	6	0	TRUE	NA	NA
chr10	104266872	104269371	NM_001191013	GSTO2	promoter_11107	1.87132221086355	7	0	TRUE	NA	NA
chr10	104333406	104335905	NM_033397	ITPRIP	promoter_11112	2.40511927919592	9	0	TRUE	NA	NA
chr10	104353076	104355575	NR_108036	CFAP58-DT	promoter_11115	1.84315989434584	6	0	TRUE	NA	NA
chr10	109923012	109925511	NM_001324131	XPNPEP1	promoter_11131	2.28376646647781	8	0	TRUE	NA	NA
chr10	109922747	109925246	NM_001324136	XPNPEP1	promoter_11132	2.22299192948744	7	0	TRUE	NA	NA
chr10	109923012	109925511	NM_001324128	XPNPEP1	promoter_11133	2.28376646647781	8	0	TRUE	NA	NA
chr10	109923012	109925511	NM_001324135	XPNPEP1	promoter_11134	2.28376646647781	8	0	TRUE	NA	NA
chr10	109923012	109925511	NM_001324134	XPNPEP1	promoter_11135	2.28376646647781	8	0	TRUE	NA	NA
chr10	109923054	109925553	NM_001167604	XPNPEP1	promoter_11136	2.36533292953467	8	0	TRUE	NA	NA
chr10	109923012	109925511	NM_001324132	XPNPEP1	promoter_11137	2.28376646647781	8	0	TRUE	NA	NA
chr10	109923012	109925511	NM_001324133	XPNPEP1	promoter_11138	2.28376646647781	8	0	TRUE	NA	NA
chr10	109923012	109925511	NM_020383	XPNPEP1	promoter_11139	2.28376646647781	8	0	TRUE	NA	NA
chr10	110003946	110006445	NM_001320592	ADD3	promoter_11142	1.72748306286964	5	0	TRUE	NA	NA
chr10	110003946	110006445	NM_001320593	ADD3	promoter_11143	1.72748306286964	5	0	TRUE	NA	NA
chr10	110003946	110006445	NM_019903	ADD3	promoter_11144	1.72748306286964	5	0	TRUE	NA	NA
chr10	110870405	110872904	NR_026932	PDCD4-AS1	promoter_11156	2.54205749544302	5	0	TRUE	NA	NA
chr10	110869794	110872293	NM_001199492	PDCD4	promoter_11157	2.2004198216369	5	0	TRUE	NA	NA
chr10	110869794	110872293	NM_145341	PDCD4	promoter_11158	2.2004198216369	5	0	TRUE	NA	NA
chr10	110869927	110872426	NM_014456	PDCD4	promoter_11159	2.32278168841266	5	0	TRUE	NA	NA
chr10	112372115	112374614	NM_203379	ACSL5	promoter_11181	2.18616912280146	7	0	TRUE	NA	NA
chr10	112373264	112375763	NM_203380	ACSL5	promoter_11182	1.99723299588016	6	0	TRUE	NA	NA
chr1	24918917	24921416	NR_106789	MIR6731	promoter_1120	1.66947238837499	6	0	TRUE	NA	NA
chr10	113043354	113045853	NR_132769	SNORA87	promoter_11221	2.77463514491306	11	0	TRUE	NA	NA
chr10	113124632	113127131	NM_001349871	TCF7L2	promoter_11222	2.50856801868709	12	0	TRUE	5.50318149323043	TRUE
chr10	113127270	113129769	NM_001349870	TCF7L2	promoter_11223	2.97603186882947	14	0	TRUE	5.50318149323043	TRUE
chr1	25247020	25249519	NR_135778	RSRP1	promoter_1124	1.97095579249851	8	0	TRUE	NA	NA
chr1	25247020	25249519	NR_135785	RSRP1	promoter_1125	1.97095579249851	8	0	TRUE	NA	NA
chr10	114631898	114634397	NM_001352440	ABLIM1	promoter_11286	2.2834189006731	8	0	TRUE	NA	NA
chr10	114631898	114634397	NM_001352441	ABLIM1	promoter_11288	2.2834189006731	8	0	TRUE	NA	NA
chr1	25247020	25249519	NR_135144	RSRP1	promoter_1130	1.97095579249851	8	0	TRUE	NA	NA
chr1	25247020	25249519	NR_135143	RSRP1	promoter_1131	1.97095579249851	8	0	TRUE	NA	NA
chr10	114819779	114822278	NM_020940	FAM160B1	promoter_11313	2.09409497130672	5	0	TRUE	NA	NA
chr10	114819779	114822278	NM_001135051	FAM160B1	promoter_11314	2.09409497130672	5	0	TRUE	NA	NA
chr1	25247020	25249519	NR_135783	RSRP1	promoter_1133	1.97095579249851	8	0	TRUE	NA	NA
chr1	25247020	25249519	NR_135782	RSRP1	promoter_1134	1.97095579249851	8	0	TRUE	NA	NA
chr1	25247020	25249519	NR_135781	RSRP1	promoter_1135	1.97095579249851	8	0	TRUE	NA	NA
chr1	25247020	25249519	NR_135780	RSRP1	promoter_1136	1.97095579249851	8	0	TRUE	NA	NA
chr1	25246955	25249454	NM_020317	RSRP1	promoter_1137	1.94209807918117	7	0	TRUE	NA	NA
chr10	119080318	119082817	NM_003750	EIF3A	promoter_11376	2.77778079575294	11	0	TRUE	NA	NA
